calories,carbs,category,fat,nutrition,protein,rating,reviewCount,source,title,url,ingredients,ingredients_normalized,ingredients_canonical
645,29.0,"Buffet, Dinner, Lunch, Main course, Side dish, Snack, Starter, Supper",49.0,"{'@type': 'NutritionInformation', 'calories': '645 calories', 'fatContent': '49 grams fat', 'saturatedFatContent': '3 grams saturated fat', 'carbohydrateContent': '29 grams carbohydrates', 'sugarContent': '11 grams sugar', 'fiberContent': '3 grams fiber', 'proteinContent': '24 grams protein', 'sodiumContent': '2.37 milligram of sodium'}",24.0,0.1,0.1,bbcgoodfood,Warm mackerel & beetroot salad,https://www.bbcgoodfood.com/recipes/warm-mackerel-beetroot-salad,"[""450g new potato cut into bite-size pieces"", ""3 smoked mackerel fillets, skinned"", ""250g pack cooked beetroot"", ""100g bag mixed salad leaves"", ""2 celery sticks, finely sliced"", ""50g walnut pieces"", ""6 tbsp good-quality salad dressing"", ""2 tsp creamed horseradish sauce""]","[""450 g 450g new potato cut into bite-size pieces"", ""3 3 smoked mackerel fillets, skinned"", ""250 g 250g pack cooked beetroot"", ""100 g 100g bag mixed salad leaves"", ""2 2 celery sticks, finely sliced"", ""50 g 50g walnut pieces"", ""6 tbsp 6 tbsp good-quality salad dressing"", ""2 tsp 2 tsp creamed horseradish sauce""]","[""450 g 450g new potato cut into bite-size piece"", ""3 3 smoked mackerel fillets skinned"", ""250 g 250g pack cooked beetroot"", ""100 g 100g bag mixed salad leave"", ""2 2 celery sticks finely sliced"", ""50 g 50g walnut piece"", ""6 tbsp 6 tbsp good-quality salad dressing"", ""2 tsp 2 tsp creamed horseradish sauce""]"
406,3.0,"Dinner, Lunch, Main course, Starter, Supper",31.0,"{'@type': 'NutritionInformation', 'calories': '406 calories', 'fatContent': '31 grams fat', 'saturatedFatContent': '6 grams saturated fat', 'carbohydrateContent': '3 grams carbohydrates', 'sugarContent': '2 grams sugar', 'proteinContent': '29 grams protein', 'sodiumContent': '0.49 milligram of sodium'}",29.0,0.1,0.1,bbcgoodfood,BBQ mackerel,https://www.bbcgoodfood.com/recipes/barbecued-mackerel-ginger-chilli-lime-drizzle,"[""3 tbsp extra-virgin olive oil"", ""4 small whole mackerel gutted and cleaned"", ""1 large red chilli deseeded and finely chopped"", ""1 small garlic clove finely chopped"", ""small knob  fresh root ginger finely chopped"", ""2 tsp honey"", ""2 limes zested and juiced"", ""1 tsp sesame oil"", ""1 tsp Thai fish sauce""]","[""3 tbsp 3 tbsp extra-virgin olive oil"", ""4 4 small whole mackerel gutted and cleaned"", ""1 l 1 large red chilli deseeded and finely chopped"", ""1 1 small garlic clove finely chopped"", ""small knob fresh root ginger finely chopped"", ""2 tsp 2 tsp honey"", ""2 l 2 limes zested and juiced"", ""1 tsp 1 tsp sesame oil"", ""1 tsp 1 tsp Thai fish sauce""]","[""3 tbsp 3 tbsp olive oil"", ""4 4 small whole mackerel gutted and cleaned"", ""1 l 1 large red chilli deseeded and finely chopped"", ""1 1 small garlic clove finely chopped"", ""small knob fresh root ginger finely chopped"", ""2 tsp 2 tsp honey"", ""2 l 2 limes zested and juiced"", ""1 tsp 1 tsp sesame oil"", ""1 tsp 1 tsp thai fish sauce""]"
266,4.0,"Dinner, Starter",17.0,"{'@type': 'NutritionInformation', 'calories': '266 calories', 'fatContent': '17 grams fat', 'saturatedFatContent': '4 grams saturated fat', 'carbohydrateContent': '4 grams carbohydrates', 'sugarContent': '3 grams sugar', 'proteinContent': '25 grams protein', 'sodiumContent': '3.34 milligram of sodium'}",25.0,0.1,0.1,bbcgoodfood,"Smoked salmon with prawns, horseradish cream & lime vinaigrette",https://www.bbcgoodfood.com/recipes/smoked-salmon-prawns-horseradish-cream-lime-vinaigrette,"[""1 tbsp cr\u00e8me fra\u00eeche"", ""1 tsp horseradish sauce"", ""4 slices smoked salmon"", ""10 large cooked prawns peeled but tails left on"", ""juice 1 lime finely grated zest of \u00bd"", ""1 tsp clear honey"", ""\u00bd tsp finely grated fresh root ginger"", ""2 tbsp light olive oil"", ""2 handfuls small leaf salad""]","[""1 tbsp 1 tbsp crème fraîche"", ""1 tsp 1 tsp horseradish sauce"", ""4 slice 4 slices smoked salmon"", ""10 l 10 large cooked prawns peeled but tails left on"", ""juice 1 lime finely grated zest of ½"", ""1 tsp 1 tsp clear honey"", ""½ tsp finely grated fresh root ginger"", ""2 tbsp 2 tbsp light olive oil"", ""2 2 handfuls small leaf salad""]","[""1 tbsp 1 tbsp crème fraîche"", ""1 tsp 1 tsp horseradish sauce"", ""4 slice 4 slices smoked salmon"", ""10 l 10 large cooked prawns peeled but tails left on"", ""juice 1 lime finely grated zest of ½"", ""1 tsp 1 tsp clear honey"", ""½ tsp finely grated fresh root ginger"", ""2 tbsp 2 tbsp light olive oil"", ""2 2 handfuls small leaf salad""]"
196,6.0,"Buffet, Dinner, Starter",13.0,"{'@type': 'NutritionInformation', 'calories': '196 calories', 'fatContent': '13 grams fat', 'saturatedFatContent': '2 grams saturated fat', 'carbohydrateContent': '6 grams carbohydrates', 'sugarContent': '5 grams sugar', 'fiberContent': '2 grams fiber', 'proteinContent': '14 grams protein', 'sodiumContent': '3.08 milligram of sodium'}",14.0,0.1,0.1,bbcgoodfood,Smoked salmon with chilli & lime dressing,https://www.bbcgoodfood.com/recipes/smoked-salmon-asian-dressing,"[""2 x 200g packs smoked salmon"", ""2 large just-ripe avocados peeled, stoned and diced"", ""\u00bd cucumber deseeded and diced"", ""handful coriander leaves"", ""2 tbsp caster sugar"", ""1 red chilli deseeded and finely chopped"", ""zest 2 limes"", ""4 tbsp lime juice"", ""1 tbsp sesame oil"", ""2 tbsp light soy sauce""]","[""2 2 x 200g packs smoked salmon"", ""2 l 2 large just-ripe avocados peeled, stoned and diced"", ""½ cucumber deseeded and diced"", ""handful coriander leaves"", ""2 tbsp 2 tbsp caster sugar"", ""1 1 red chilli deseeded and finely chopped"", ""zest 2 limes"", ""4 tbsp 4 tbsp lime juice"", ""1 tbsp 1 tbsp sesame oil"", ""2 tbsp 2 tbsp light soy sauce""]","[""2 2 x 200g packs smoked salmon"", ""2 l 2 large just-ripe avocados peeled stoned and diced"", ""½ cucumber deseeded and diced"", ""handful coriander leave"", ""2 tbsp 2 tbsp caster sugar"", ""1 1 red chilli deseeded and finely chopped"", ""zest 2 lime"", ""4 tbsp 4 tbsp lime juice"", ""1 tbsp 1 tbsp sesame oil"", ""2 tbsp 2 tbsp light soy sauce""]"
796,72.0,"Brunch, Dinner, Lunch, Main course",38.0,"{'@type': 'NutritionInformation', 'calories': '796 calories', 'fatContent': '38 grams fat', 'saturatedFatContent': '7 grams saturated fat', 'carbohydrateContent': '72 grams carbohydrates', 'sugarContent': '5 grams sugar', 'fiberContent': '10 grams fiber', 'proteinContent': '37 grams protein', 'sodiumContent': '2.6 milligram of sodium'}",37.0,0.1,0.1,bbcgoodfood,"Horseradish latkes with avocado, gravadlax & poached eggs",https://www.bbcgoodfood.com/recipes/horseradish-latkes-avocado-gravadlax-poached-eggs,"[""2 baking potatoes (about 500g), peeled"", ""2 tbsp plain flour"", ""3 very fresh large eggs"", ""2 tsp creamed horseradish"", ""small bunch chives snipped"", ""pinch of white pepper (or to taste)"", ""2 tbsp white wine vinegar"", ""vegetable oil or sunflower oil"", ""1ripe avocado"", ""zest and juice \u00bd lemon"", ""150g gravadlax or smoked salmon""]","[""2 2 baking potatoes (about 500g), peeled"", ""2 tbsp 2 tbsp plain flour"", ""3 3 very fresh large eggs"", ""2 tsp 2 tsp creamed horseradish"", ""small bunch chives snipped"", ""pinch of white pepper (or to taste)"", ""2 tbsp 2 tbsp white wine vinegar"", ""vegetable oil or sunflower oil"", ""1 1ripe avocado"", ""zest and juice ½ lemon"", ""150 g 150g gravadlax or smoked salmon""]","[""2 2 baking potatoes about 500g peeled"", ""2 tbsp 2 tbsp flour"", ""3 3 very fresh large egg"", ""2 tsp 2 tsp creamed horseradish"", ""small bunch chives snipped"", ""pinch of white pepper or to taste"", ""2 tbsp 2 tbsp white wine vinegar"", ""vegetable oil or sunflower oil"", ""1 1ripe avocado"", ""zest and juice ½ lemon"", ""150 g 150g gravadlax or smoked salmon""]"
354,10.0,"Dinner, Side dish, Snack, Starter, Supper",26.0,"{'@type': 'NutritionInformation', 'calories': '354 calories', 'fatContent': '26 grams fat', 'saturatedFatContent': '4 grams saturated fat', 'carbohydrateContent': '10 grams carbohydrates', 'sugarContent': '10 grams sugar', 'fiberContent': '2 grams fiber', 'proteinContent': '20 grams protein', 'sodiumContent': '3.6 milligram of sodium'}",20.0,0.1,0.1,bbcgoodfood,Smoked salmon with grapefruit salad,https://www.bbcgoodfood.com/recipes/smoked-salmon-grapefruit-salad,"[""3 grapefruit (a selection of yellow and pink if you want)"", ""100ml olive oil"", ""1 lemon"", ""12 slices smoked salmon"", ""large handful coriander seed sprigs""]","[""3 g 3 grapefruit (a selection of yellow and pink if you want)"", ""100 ml 100ml olive oil"", ""1 l 1 lemon"", ""12 slice 12 slices smoked salmon"", ""large handful coriander seed sprigs""]","[""3 g 3 grapefruit a selection of yellow and pink if you want"", ""100 ml 100ml olive oil"", ""1 l 1 lemon"", ""12 slice 12 slices smoked salmon"", ""large handful coriander seed sprig""]"
240,23.0,"Dinner, Soup, Starter",11.0,"{'@type': 'NutritionInformation', 'calories': '240 calories', 'fatContent': '11 grams fat', 'saturatedFatContent': '6 grams saturated fat', 'carbohydrateContent': '23 grams carbohydrates', 'sugarContent': '2 grams sugar', 'fiberContent': '3 grams fiber', 'proteinContent': '14 grams protein', 'sodiumContent': '1.58 milligram of sodium'}",14.0,0.1,0.1,bbcgoodfood,"Creamy smoked salmon, leek & potato soup",https://www.bbcgoodfood.com/recipes/creamy-smoked-salmon-leek-potato-soup,"[""large knob of butter"", ""2 large  leeks halved and finely sliced"", ""1 bay leaf"", ""1kg floury potatoes diced"", ""1l chicken or vegetable stock"", ""100ml double cream"", ""200g smoked salmon cut into strips"", ""small bunch chives snipped""]","[""large knob of butter"", ""2 l 2 large leeks halved and finely sliced"", ""1 1 bay leaf"", ""1 kg 1kg floury potatoes diced"", ""1 l 1l chicken or vegetable stock"", ""100 ml 100ml double cream"", ""200 g 200g smoked salmon cut into strips"", ""small bunch chives snipped""]","[""large knob of butter"", ""2 l 2 large leeks halved and finely sliced"", ""1 1 bay leaf"", ""1 kg 1kg floury potatoes diced"", ""1 l 1l chicken or vegetable stock"", ""100 ml 100ml double cream"", ""200 g 200g smoked salmon cut into strip"", ""small bunch chives snipped""]"
237,6.0,"Dinner, Starter",19.0,"{'@type': 'NutritionInformation', 'calories': '237 calories', 'fatContent': '19 grams fat', 'saturatedFatContent': '11 grams saturated fat', 'carbohydrateContent': '6 grams carbohydrates', 'sugarContent': '3 grams sugar', 'proteinContent': '11 grams protein', 'sodiumContent': '1.17 milligram of sodium'}",11.0,0.1,0.1,bbcgoodfood,Smoked salmon soufflés,https://www.bbcgoodfood.com/recipes/smoked-salmon-souffles,"[""40g butter"", ""25g plain flour"", ""300ml milk"", ""85g Philadelphia cheese"", ""2 tsp chopped dill"", ""3 large eggs separated"", ""85g smoked salmon chopped"", ""zest \u00bd lemon"", ""6 tsp cr\u00e8me fra\u00eeche"", ""2 large slices smoked salmon"", ""dill sprigs""]","[""40 g 40g butter"", ""25 g 25g plain flour"", ""300 ml 300ml milk"", ""85 g 85g Philadelphia cheese"", ""2 tsp 2 tsp chopped dill"", ""3 l 3 large eggs separated"", ""85 g 85g smoked salmon chopped"", ""zest ½ lemon"", ""6 tsp 6 tsp crème fraîche"", ""2 l 2 large slices smoked salmon"", ""dill sprigs""]","[""40 g 40g butter"", ""25 g 25g flour"", ""300 ml 300ml milk"", ""85 g 85g philadelphia cheese"", ""2 tsp 2 tsp chopped dill"", ""3 l 3 large eggs separated"", ""85 g 85g smoked salmon chopped"", ""zest ½ lemon"", ""6 tsp 6 tsp crème fraîche"", ""2 l 2 large slices smoked salmon"", ""dill sprig""]"
538,4.0,"Dinner, Starter",44.0,"{'@type': 'NutritionInformation', 'calories': '538 calories', 'fatContent': '44 grams fat', 'saturatedFatContent': '7 grams saturated fat', 'carbohydrateContent': '4 grams carbohydrates', 'sugarContent': '3 grams sugar', 'fiberContent': '4 grams fiber', 'proteinContent': '31 grams protein', 'sodiumContent': '4.5 milligram of sodium'}",31.0,0.1,0.1,bbcgoodfood,Smoked salmon salad with crab dressing,https://www.bbcgoodfood.com/recipes/smoked-salmon-salad-crab-dressing,"[""100g tub fresh  crabmeat"", ""2 tbsp mayonnaise"", ""good pinch cayenne pepper"", ""\u00bd tbsp lemon juice"", ""1 tbsp olive oil"", ""6 small slices smoked salmon"", ""2 small handfuls curly endive"", ""8 cherry tomatoes halved"", ""1 avocado peeled, stoned and thickly sliced"", ""1 small  shallot thinly sliced"", ""few  rocket leaves, to serve"", ""toast (optional)""]","[""100 g 100g tub fresh crabmeat"", ""2 tbsp 2 tbsp mayonnaise"", ""good pinch cayenne pepper"", ""½ tbsp lemon juice"", ""1 tbsp 1 tbsp olive oil"", ""6 6 small slices smoked salmon"", ""2 2 small handfuls curly endive"", ""8 8 cherry tomatoes halved"", ""1 1 avocado peeled, stoned and thickly sliced"", ""1 1 small shallot thinly sliced"", ""few rocket leaves, to serve"", ""toast (optional)""]","[""100 g 100g tub fresh crabmeat"", ""2 tbsp 2 tbsp mayonnaise"", ""good pinch cayenne pepper"", ""½ tbsp lemon juice"", ""1 tbsp 1 tbsp olive oil"", ""6 6 small slices smoked salmon"", ""2 2 small handfuls curly endive"", ""8 8 cherry tomatoes halved"", ""1 1 avocado peeled stoned and thickly sliced"", ""1 1 small shallot thinly sliced"", ""few rocket leaves to serve"", ""toast optional""]"
684,40.0,"Breakfast, Brunch, Dinner, Lunch, Main course, Side dish, Snack, Supper",40.0,"{'@type': 'NutritionInformation', 'calories': '684 calories', 'fatContent': '40 grams fat', 'saturatedFatContent': '12 grams saturated fat', 'carbohydrateContent': '40 grams carbohydrates', 'sugarContent': '3 grams sugar', 'fiberContent': '5 grams fiber', 'proteinContent': '43 grams protein', 'sodiumContent': '0.79 milligram of sodium'}",43.0,0.1,0.1,bbcgoodfood,Smoked salmon & mascarpone tortilla,https://www.bbcgoodfood.com/recipes/smoked-salmon-mascarpone-tortilla,"[""400g (about 2 large)  potato cut into thick slices"", ""small bunch dill"", ""6 eggs"", ""2 tbsp mascarpone or full-fat cheese"", ""1 tbsp sunflower oil"", ""100g frozen pea"", ""125g pack smoked salmon thickly sliced""]","[""400 g 400g (about 2 large) potato cut into thick slices"", ""small bunch dill"", ""6 6 eggs"", ""2 tbsp 2 tbsp mascarpone or full-fat cheese"", ""1 tbsp 1 tbsp sunflower oil"", ""100 g 100g frozen pea"", ""125 g 125g pack smoked salmon thickly sliced""]","[""400 g 400g about 2 large potato cut into thick slice"", ""small bunch dill"", ""6 6 egg"", ""2 tbsp 2 tbsp mascarpone or full-fat cheese"", ""1 tbsp 1 tbsp sunflower oil"", ""100 g 100g frozen pea"", ""125 g 125g pack smoked salmon thickly sliced""]"
291,17.0,"Buffet, Canapes, Dinner, Lunch, Snack, Starter",19.0,"{'@type': 'NutritionInformation', 'calories': '291 calories', 'fatContent': '19 grams fat', 'saturatedFatContent': '5 grams saturated fat', 'carbohydrateContent': '17 grams carbohydrates', 'sugarContent': '5 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '15 grams protein', 'sodiumContent': '2.63 milligram of sodium'}",15.0,0.1,0.1,bbcgoodfood,Scandi smoked salmon potatoes,https://www.bbcgoodfood.com/recipes/scandi-smoked-salmon-potatoes,"[""about 16 salad or new potatoes - longer ones work best (I used Pink Fir Apple)"", ""2 x 150g packs smoked salmon slices (or about 16 slices)"", ""150ml pot soured cream"", ""1 tbsp Dijon mustard"", ""1 tbsp caster sugar"", ""6 tbsp olive oil (I used half extra virgin, half mild)"", ""2 tbsp white wine vinegar"", ""\u00bd a 20g bunch dill leaves well chopped""]","[""about 16 salad or new potatoes - longer ones work best (I used Pink Fir Apple)"", ""2 2 x 150g packs smoked salmon slices (or about 16 slices)"", ""150 ml 150ml pot soured cream"", ""1 tbsp 1 tbsp Dijon mustard"", ""1 tbsp 1 tbsp caster sugar"", ""6 tbsp 6 tbsp olive oil (I used half extra virgin, half mild)"", ""2 tbsp 2 tbsp white wine vinegar"", ""½ a 20g bunch dill leaves well chopped""]","[""about 16 salad or new potatoes - longer ones work best i used pink fir apple"", ""2 2 x 150g packs smoked salmon slices or about 16 slice"", ""150 ml 150ml pot soured cream"", ""1 tbsp 1 tbsp dijon mustard"", ""1 tbsp 1 tbsp caster sugar"", ""6 tbsp 6 tbsp olive oil i used half extra virgin half mild"", ""2 tbsp 2 tbsp white wine vinegar"", ""½ a 20g bunch dill leaves well chopped""]"
189,5.0,"Canapes, Dinner, Starter",15.0,"{'@type': 'NutritionInformation', 'calories': '189 calories', 'fatContent': '15 grams fat', 'saturatedFatContent': '9 grams saturated fat', 'carbohydrateContent': '5 grams carbohydrates', 'sugarContent': '5 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '8 grams protein', 'sodiumContent': '1.37 milligram of sodium'}",8.0,0.1,0.1,bbcgoodfood,Smoked salmon with beetroot & vodka crème fraîche,https://www.bbcgoodfood.com/recipes/smoked-salmon-beetroot-vodka-creme-fraiche,"[""200ml tub  cr\u00e8me fra\u00eeche"", ""3 tsp vodka"", ""2 tsp hot  horseradish sauce"", ""6 slices smoked salmon"", ""250g pack small, cooked beetroot (not in vinegar), thinly sliced, then shredded"", ""salmon caviar (optional)"", ""few small, torn dill sprigs""]","[""200 ml 200ml tub crème fraîche"", ""3 tsp 3 tsp vodka"", ""2 tsp 2 tsp hot horseradish sauce"", ""6 slice 6 slices smoked salmon"", ""250 g 250g pack small, cooked beetroot (not in vinegar), thinly sliced, then shredded"", ""salmon caviar (optional)"", ""few small, torn dill sprigs""]","[""200 ml 200ml tub crème fraîche"", ""3 tsp 3 tsp vodka"", ""2 tsp 2 tsp hot horseradish sauce"", ""6 slice 6 slices smoked salmon"", ""250 g 250g pack small cooked beetroot not in vinegar thinly sliced then shredded"", ""salmon caviar optional"", ""few small torn dill sprig""]"
417,40.0,"Dessert, Dinner, Lunch, Supper, Treat",22.0,"{'@type': 'NutritionInformation', 'calories': '417 calories', 'fatContent': '22 grams fat', 'saturatedFatContent': '11 grams saturated fat', 'carbohydrateContent': '40 grams carbohydrates', 'sugarContent': '36 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '8 grams protein', 'sodiumContent': '0.13 milligram of sodium'}",8.0,0.1,0.1,bbcgoodfood,Chilled strawberry & Pimm's zabaglione,https://www.bbcgoodfood.com/recipes/chilled-strawberry-pimms-zabaglione,"[""200g strawberry"", ""1 tbsp golden caster sugar or to taste"", ""a few drops of bitters"", ""2 gelatine leaves (avoid powdered)"", ""150ml Pimm's No. 1"", ""5 large egg yolks"", ""100g golden caster sugar"", ""142ml carton whipping or  double cream""]","[""200 g 200g strawberry"", ""1 tbsp 1 tbsp golden caster sugar or to taste"", ""a few drops of bitters"", ""2 g 2 gelatine leaves (avoid powdered)"", ""150 ml 150ml Pimm's No. 1"", ""5 l 5 large egg yolks"", ""100 g 100g golden caster sugar"", ""142 ml 142ml carton whipping or double cream""]","[""200 g 200g strawberry"", ""1 tbsp 1 tbsp golden caster sugar or to taste"", ""a few drops of bitter"", ""2 g 2 gelatine leaves avoid powdered"", ""150 ml 150ml pimm's no 1"", ""5 l 5 large egg yolk"", ""100 g 100g golden caster sugar"", ""142 ml 142ml carton whipping or double cream""]"
486,29.0,"Buffet, Dinner, Lunch, Main course, Starter, Supper",32.0,"{'@type': 'NutritionInformation', 'calories': '486 calories', 'fatContent': '32 grams fat', 'saturatedFatContent': '14 grams saturated fat', 'carbohydrateContent': '29 grams carbohydrates', 'sugarContent': '2 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '19 grams protein', 'sodiumContent': '1 milligram of sodium'}",19.0,0.1,0.1,bbcgoodfood,Salmon & spinach tart,https://www.bbcgoodfood.com/recipes/salmon-spinach-tart,"[""320g sheet ready-rolled puff pastry"", ""1 egg yolk to glaze"", ""2 skinless salmon fillets"", ""3 tbsp cr\u00e8me fra\u00eeche"", ""1 tbsp wholegrain mustard"", ""large handful baby spinach"", ""mixed leaves tossed with your favourite dressing, to serve""]","[""320 g 320g sheet ready-rolled puff pastry"", ""1 1 egg yolk to glaze"", ""2 2 skinless salmon fillets"", ""3 tbsp 3 tbsp crème fraîche"", ""1 tbsp 1 tbsp wholegrain mustard"", ""large handful baby spinach"", ""mixed leaves tossed with your favourite dressing, to serve""]","[""320 g 320g sheet ready-rolled puff pastry"", ""1 1 egg yolk to glaze"", ""2 2 skinless salmon fillet"", ""3 tbsp 3 tbsp crème fraîche"", ""1 tbsp 1 tbsp wholegrain mustard"", ""large handful baby spinach"", ""mixed leaves tossed with your favourite dressing to serve""]"
229,10.0,"Dinner, Main course, Snack, Supper",7.0,"{'@type': 'NutritionInformation', 'calories': '229 calories', 'fatContent': '7 grams fat', 'saturatedFatContent': '1 grams saturated fat', 'carbohydrateContent': '10 grams carbohydrates', 'sugarContent': '2 grams sugar', 'fiberContent': '4 grams fiber', 'proteinContent': '32 grams protein', 'sodiumContent': '2.01 milligram of sodium'}",32.0,0.1,0.1,bbcgoodfood,Braised cod with butter beans & mint,https://www.bbcgoodfood.com/recipes/braised-cod-butter-beans-mint,"[""2 x 290g 'No Catch....just  cod ' boneless fillets, skin on  (4 fillets in total)"", ""2 tbsp olive oil"", ""1 bunch  spring onions"", ""large pinch saffron strands"", ""2 garlic cloves chopped"", ""400g can butter beans rinsed and drained"", ""600ml fresh fish stock"", ""small handful mint leaves, chopped"", ""8 thick slices baguettes toasted"", ""2 tbsp half-fat cr\u00e8me fra\u00eeche (optional)""]","[""2 2 x 290g 'No Catch....just cod ' boneless fillets, skin on (4 fillets in total)"", ""2 tbsp 2 tbsp olive oil"", ""1 bunch 1 bunch spring onions"", ""large pinch saffron strands"", ""2 g 2 garlic cloves chopped"", ""400 g 400g can butter beans rinsed and drained"", ""600 ml 600ml fresh fish stock"", ""small handful mint leaves, chopped"", ""8 8 thick slices baguettes toasted"", ""2 tbsp 2 tbsp half-fat crème fraîche (optional)""]","[""2 2 x 290g 'no catchjust cod ' boneless fillets skin on 4 fillets in total"", ""2 tbsp 2 tbsp olive oil"", ""1 bunch 1 bunch green onion"", ""large pinch saffron strand"", ""2 g 2 garlic cloves chopped"", ""canned butter beans rinsed and drained"", ""600 ml 600ml fresh fish stock"", ""small handful mint leaves chopped"", ""8 8 thick slices baguettes toasted"", ""2 tbsp 2 tbsp half-fat crème fraîche optional""]"
701,41.0,"Buffet, Dinner, Lunch, Starter",47.0,"{'@type': 'NutritionInformation', 'calories': '701 calories', 'fatContent': '47 grams fat', 'saturatedFatContent': '19 grams saturated fat', 'carbohydrateContent': '41 grams carbohydrates', 'sugarContent': '4 grams sugar', 'fiberContent': '5 grams fiber', 'proteinContent': '29 grams protein', 'sodiumContent': '2 milligram of sodium'}",29.0,0.1,0.1,bbcgoodfood,Fish pie tart with minted pea salad,https://www.bbcgoodfood.com/recipes/fish-pie-tart-minted-pea-salad,"[""500g pack shortcrust pastry (or make your own), see tip, below left"", ""1 egg yolk and 3 whole eggs"", ""250g piece undyed sustainably sourced  smoked haddock"", ""250g chunky  unsmoked fish (we used sustainably sourced cod)"", ""200ml tub cr\u00e8me fra\u00eeche"", ""\u00bd pack  chives snipped"", ""grating of fresh nutmeg"", ""handful of cooked sustainably fished large prawns defrosted if frozen"", ""25g sharp cheddar or similar cheese, grated"", ""250g frozen petits pois"", ""2 x bags baby leaf salad with pea shoots in the mix"", ""mint"", ""2 shallots finely chopped"", ""\u00bd tsp sugar"", ""2 tbsp red wine vinegar"", ""2 tbsp extra virgin olive oil"", ""1 heaped tsp wholegrain mustard""]","[""500 g 500g pack shortcrust pastry (or make your own), see tip, below left"", ""1 1 egg yolk and 3 whole eggs"", ""250 g 250g piece undyed sustainably sourced smoked haddock"", ""250 g 250g chunky unsmoked fish (we used sustainably sourced cod)"", ""200 ml 200ml tub crème fraîche"", ""½ pack chives snipped"", """", ""handful of cooked sustainably fished large prawns defrosted if frozen"", ""25 g 25g sharp cheddar or similar cheese, grated"", ""250 g 250g frozen petits pois"", ""2 2 x bags baby leaf salad with pea shoots in the mix"", ""mint"", ""2 2 shallots finely chopped"", ""½ tsp sugar"", ""2 tbsp 2 tbsp red wine vinegar"", ""2 tbsp 2 tbsp extra virgin olive oil"", ""1 1 heaped tsp wholegrain mustard""]","[""500 g 500g pack shortcrust pastry or make your own see tip below left"", ""1 1 egg yolk and 3 whole egg"", ""250 g 250g piece undyed sustainably sourced smoked haddock"", ""250 g 250g chunky unsmoked fish we used sustainably sourced cod"", ""200 ml 200ml tub crème fraîche"", ""½ pack chives snipped"", ""handful of cooked sustainably fished large prawns defrosted if frozen"", ""25 g 25g sharp cheddar or similar cheese grated"", ""250 g 250g frozen petits poi"", ""2 2 x bags baby leaf salad with pea shoots in the mix"", ""mint"", ""2 2 shallots finely chopped"", ""½ tsp sugar"", ""2 tbsp 2 tbsp red wine vinegar"", ""2 tbsp 2 tbsp olive oil"", ""1 1 heaped tsp wholegrain mustard""]"
277,11.0,"Brunch, Dinner, Lunch, Main course, Side dish, Supper",19.0,"{'@type': 'NutritionInformation', 'calories': '277 calories', 'fatContent': '19 grams fat', 'saturatedFatContent': '9 grams saturated fat', 'carbohydrateContent': '11 grams carbohydrates', 'sugarContent': '1 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '16 grams protein', 'sodiumContent': '0.81 milligram of sodium'}",16.0,0.1,0.1,bbcgoodfood,"Cheese, leek & potato tortilla",https://www.bbcgoodfood.com/recipes/cheese-leek-potato-tortilla,"[""butter for frying"", ""1   leek thinly sliced"", ""225g potatoes cooked and cooled (about 1-2 medium size ones)"", ""6 eggs"", ""85g cheddar"", ""1 tbsp sage finely chopped (or 1 tsp dried sage), optional""]","[""butter for frying"", ""1 l 1 leek thinly sliced"", ""225 g 225g potatoes cooked and cooled (about 1-2 medium size ones)"", ""6 6 eggs"", ""85 g 85g cheddar"", ""1 tbsp 1 tbsp sage finely chopped (or 1 tsp dried sage), optional""]","[""butter for frying"", ""1 l 1 leek thinly sliced"", ""225 g 225g potatoes cooked and cooled about 1-2 medium size one"", ""6 6 egg"", ""85 g 85g cheddar"", ""1 tbsp 1 tbsp sage finely chopped or 1 tsp dried sage optional""]"
